lineage,1903c111_10m-1,1903c111_10m-2,1903c111_10m-3,1903c117_50m-1,1903c117_50m-2,1903c117_50m-3,1903c118_23m-2,1903c118_23m-3,1903c119_11m-2,1903c119_11m-3,1903c122_28m-1,1903c122_28m-2,1903c122_28m-3,1903c123_10m-1,1903c123_10m-2,1903c123_10m-3,1903c124_15m-1,1903c124_15m-2,1903c124_15m-3,1903c126_45m-1,1903c126_45m-2,1903c126_45m-3,1903c127_7m-1,1903c127_7m-2,1903c127_7m-3,1903c129_26m-1,1903c129_26m-2,1903c129_26m-3,1903c144_13m-2,1903c144_13m-3,Las19c107_10m-1,Las19c107_10m-2,Las19c107_10m-3,Las19c135_5m-1,Las19c135_5m-2,Las19c135_5m-3,Las19c138_27m-1,Las19c138_27m-3
Alveolata;Ciliophora;Litostomatea;Cyclotrichiida;Mesodiniidae;Mesodinium;Mesodinium pulex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
Viridiplantae;Chlorophyta;Prasinophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp.,1281000.0,1566000.0,0.0,1251000.0,698000.0,719000.0,69000.0,0.0,347000.0,0.0,1059000.0,2575000.0,0.0,2056000.0,1726000.0,0.0,322000.0,679000.0,119000.0,3260000.0,4521000.0,0.0,1316000.0,987000.0,0.0,5155000.0,10218000.0,0.0,972000.0,0.0,3272000.0,1708000.0,0.0,1441000.0,1074000.0,0.0,12586000.0,68000.0
Viridiplantae;Chlorophyta;Prasinophyceae;Mamiellales;Mamiellaceae;Ostreococcus;Ostreococcus lucimarinus,5604000.0,6057000.0,0.0,4071000.0,2140000.0,4837000.0,2610000.0,0.0,1050000.0,55000.0,6546000.0,8462000.0,0.0,4431000.0,3405000.0,0.0,1884000.0,1624000.0,1355000.0,9378000.0,9435000.0,60000.0,562000.0,511000.0,0.0,9029000.0,9355000.0,0.0,572000.0,0.0,8417000.0,7773000.0,0.0,608000.0,362000.0,50000.0,9399000.0,318000.0
Viridiplantae;Chlorophyta;Prasinophyceae;Mamiellales;Mamiellaceae;Ostreococcus;Ostreococcus mediterraneus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74000.0,69000.0,0.0,0.0,0.0,0.0,291000.0,0.0,0.0,0.0,0.0,189000.0,132000.0,0.0,0.0,0.0
Viridiplantae;Chlorophyta;Prasinophyceae;Pseudoscourfieldiales;Pycnococcaceae;Prasinoderma;Prasinoderma singularis,203000.0,189000.0,0.0,0.0,0.0,86000.0,0.0,0.0,0.0,84000.0,178000.0,286000.0,0.0,0.0,0.0,0.0,51000.0,0.0,0.0,459000.0,687000.0,137000.0,0.0,0.0,0.0,66000.0,199000.0,104000.0,0.0,0.0,75000.0,116000.0,0.0,0.0,0.0,0.0,1352000.0,0.0
Viridiplantae;Chlorophyta;Prasinophyceae;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii,248000.0,169000.0,0.0,79000.0,0.0,3454000.0,0.0,0.0,0.0,3475000.0,315000.0,752000.0,0.0,140000.0,106000.0,0.0,156000.0,95000.0,0.0,57000.0,79000.0,3548000.0,0.0,0.0,0.0,74000.0,114000.0,3289000.0,0.0,0.0,239000.0,310000.0,0.0,0.0,0.0,600000.0,861000.0,883000.0
Viridiplantae;Chlorophyta;Prasinophyceae;Pseudoscourfieldiales;Pyncnococcaceae;Pycnococcus;Pycnococcus sp,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101000.0,449000.0,0.0,0.0,0.0,93000.0,118000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viridiplantae;Chlorophyta;Trebouxiophyceae;unassigned;Trebouxiophyceaeincertaesedis;Picochlorum;Picochlorum sp.,79000.0,91000.0,0.0,0.0,0.0,204000.0,0.0,0.0,0.0,507000.0,0.0,60000.0,0.0,0.0,0.0,57000.0,0.0,0.0,0.0,0.0,0.0,542000.0,0.0,0.0,0.0,0.0,59000.0,289000.0,0.0,0.0,64000.0,70000.0,0.0,0.0,0.0,2277000.0,165000.0,326000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp002497685,81000.0,0.0,0.0,0.0,0.0,109000.0,0.0,0.0,0.0,0.0,54000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158000.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp014240055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp014240255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp002701145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp009936765,330000.0,274000.0,0.0,60000.0,0.0,245000.0,0.0,0.0,0.0,0.0,284000.0,194000.0,0.0,0.0,0.0,0.0,0.0,0.0,502000.0,694000.0,680000.0,0.0,0.0,0.0,0.0,362000.0,327000.0,0.0,80000.0,0.0,141000.0,71000.0,0.0,0.0,0.0,0.0,588000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp000246735,1794000.0,1811000.0,0.0,1657000.0,1426000.0,1848000.0,424000.0,0.0,513000.0,0.0,1842000.0,1864000.0,0.0,1683000.0,1565000.0,0.0,735000.0,887000.0,1726000.0,1839000.0,1851000.0,0.0,1588000.0,1532000.0,0.0,1776000.0,1843000.0,0.0,1318000.0,0.0,1748000.0,1681000.0,0.0,1339000.0,1115000.0,0.0,1749000.0,374000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002172355,52000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93000.0,84000.0,88000.0,0.0,0.0,0.0,0.0,84000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002495535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,204000.0,266000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002502605,236000.0,239000.0,0.0,149000.0,78000.0,145000.0,79000.0,0.0,0.0,0.0,145000.0,233000.0,0.0,165000.0,115000.0,0.0,0.0,0.0,311000.0,379000.0,385000.0,0.0,0.0,0.0,0.0,353000.0,378000.0,0.0,0.0,0.0,243000.0,193000.0,0.0,0.0,0.0,0.0,288000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002688825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,79000.0,86000.0,0.0,0.0,0.0,0.0,88000.0,51000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002726395,834000.0,688000.0,0.0,260000.0,129000.0,889000.0,128000.0,0.0,0.0,0.0,783000.0,391000.0,0.0,67000.0,61000.0,0.0,0.0,0.0,999000.0,867000.0,854000.0,0.0,0.0,0.0,0.0,991000.0,669000.0,0.0,0.0,0.0,370000.0,175000.0,0.0,0.0,0.0,0.0,1065000.0,108000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp003602605,0.0,0.0,0.0,0.0,0.0,53000.0,0.0,0.0,0.0,0.0,51000.0,51000.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,56000.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp003602645,54000.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68000.0,86000.0,87000.0,0.0,0.0,0.0,0.0,78000.0,81000.0,0.0,0.0,0.0,59000.0,0.0,0.0,0.0,0.0,0.0,58000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp009887095,0.0,0.0,0.0,50000.0,0.0,54000.0,0.0,0.0,0.0,0.0,50000.0,63000.0,0.0,54000.0,0.0,0.0,0.0,0.0,0.0,0.0,51000.0,0.0,0.0,0.0,0.0,54000.0,59000.0,0.0,0.0,0.0,57000.0,54000.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp009887195,63000.0,60000.0,0.0,0.0,0.0,69000.0,0.0,0.0,0.0,0.0,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,67000.0,65000.0,0.0,0.0,0.0,0.0,68000.0,0.0,0.0,0.0,0.0,51000.0,0.0,0.0,0.0,0.0,0.0,82000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp009937025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56000.0,101000.0,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp018659375,1291000.0,1197000.0,0.0,912000.0,512000.0,1442000.0,153000.0,0.0,67000.0,0.0,1436000.0,943000.0,0.0,410000.0,257000.0,0.0,109000.0,97000.0,1293000.0,1183000.0,1166000.0,0.0,112000.0,86000.0,0.0,1201000.0,797000.0,0.0,0.0,0.0,1097000.0,637000.0,0.0,99000.0,62000.0,0.0,1357000.0,62000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp018667575,1221000.0,1106000.0,0.0,903000.0,687000.0,1579000.0,81000.0,0.0,269000.0,0.0,1557000.0,998000.0,0.0,499000.0,383000.0,0.0,191000.0,227000.0,1134000.0,923000.0,865000.0,0.0,386000.0,366000.0,0.0,898000.0,556000.0,0.0,110000.0,0.0,958000.0,614000.0,0.0,385000.0,294000.0,0.0,1206000.0,88000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp018691345,800000.0,770000.0,0.0,91000.0,0.0,848000.0,0.0,0.0,0.0,0.0,736000.0,896000.0,0.0,111000.0,79000.0,0.0,0.0,0.0,1047000.0,1391000.0,1426000.0,0.0,77000.0,58000.0,0.0,664000.0,896000.0,0.0,157000.0,0.0,164000.0,112000.0,0.0,50000.0,0.0,0.0,839000.0,60000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp018701175,1096000.0,1101000.0,0.0,1088000.0,893000.0,1249000.0,308000.0,0.0,333000.0,0.0,1182000.0,1287000.0,0.0,1110000.0,1020000.0,0.0,409000.0,522000.0,910000.0,1125000.0,1134000.0,0.0,710000.0,613000.0,0.0,1087000.0,1187000.0,0.0,339000.0,0.0,1206000.0,1135000.0,0.0,543000.0,376000.0,0.0,954000.0,101000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp009887135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,54000.0,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp016777125,89000.0,87000.0,0.0,53000.0,0.0,70000.0,0.0,0.0,0.0,0.0,64000.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,198000.0,273000.0,273000.0,0.0,0.0,0.0,0.0,144000.0,157000.0,0.0,0.0,0.0,114000.0,73000.0,0.0,0.0,0.0,0.0,116000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp018645535,1316000.0,1238000.0,0.0,444000.0,237000.0,1269000.0,76000.0,0.0,0.0,0.0,1236000.0,1082000.0,0.0,342000.0,272000.0,0.0,68000.0,99000.0,1373000.0,1381000.0,1386000.0,0.0,142000.0,138000.0,0.0,1142000.0,1022000.0,0.0,228000.0,0.0,717000.0,453000.0,0.0,136000.0,102000.0,0.0,1349000.0,112000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp018666575,1083000.0,1014000.0,0.0,1463000.0,1138000.0,1477000.0,283000.0,0.0,396000.0,0.0,1409000.0,1246000.0,0.0,1354000.0,1167000.0,0.0,560000.0,629000.0,564000.0,825000.0,809000.0,0.0,767000.0,709000.0,0.0,1323000.0,1260000.0,0.0,434000.0,0.0,1587000.0,1480000.0,0.0,627000.0,458000.0,0.0,1029000.0,84000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L3;s__MGIIa-L3 sp002496845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136000.0,147000.0,0.0,0.0,0.0,0.0,55000.0,103000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002726495,83000.0,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81000.0,209000.0,228000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp018662715,1036000.0,1049000.0,0.0,858000.0,572000.0,1307000.0,116000.0,0.0,183000.0,0.0,1223000.0,1341000.0,0.0,961000.0,796000.0,0.0,240000.0,326000.0,1094000.0,1475000.0,1481000.0,0.0,454000.0,423000.0,0.0,1065000.0,1231000.0,0.0,290000.0,0.0,1182000.0,1010000.0,0.0,329000.0,226000.0,0.0,861000.0,82000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp8339u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63000.0,85000.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp002497295,123000.0,122000.0,0.0,0.0,0.0,0.0,158000.0,0.0,0.0,0.0,57000.0,86000.0,0.0,0.0,0.0,0.0,0.0,0.0,422000.0,831000.0,882000.0,0.0,0.0,0.0,0.0,601000.0,742000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002506875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64000.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002457595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,491000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497895,66000.0,82000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,86000.0,255000.0,317000.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,74000.0,0.0,0.0,0.0,0.0,0.0,631000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp8684u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,103000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,0.0,0.0,0.0,0.0,0.0,387000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975,245000.0,174000.0,0.0,139000.0,53000.0,258000.0,0.0,0.0,0.0,0.0,207000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290000.0,160000.0,164000.0,0.0,0.0,0.0,0.0,312000.0,136000.0,0.0,105000.0,0.0,344000.0,88000.0,0.0,0.0,0.0,0.0,896000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002495525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002498985,83000.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106000.0,0.0,80000.0,0.0,0.0,0.0,0.0,250000.0,104000.0,0.0,0.0,0.0,73000.0,0.0,0.0,0.0,0.0,0.0,276000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002685315,161000.0,106000.0,0.0,72000.0,0.0,133000.0,0.0,0.0,0.0,0.0,104000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186000.0,88000.0,0.0,0.0,0.0,0.0,0.0,153000.0,62000.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,494000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp016777225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp902511005,718000.0,521000.0,0.0,298000.0,146000.0,662000.0,53000.0,0.0,0.0,0.0,577000.0,117000.0,0.0,68000.0,0.0,0.0,0.0,0.0,839000.0,464000.0,487000.0,0.0,0.0,0.0,0.0,849000.0,448000.0,0.0,81000.0,0.0,637000.0,207000.0,0.0,0.0,0.0,0.0,1151000.0,127000.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp902514485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,101000.0,0.0,0.0,0.0,0.0,61000.0,0.0,0.0,0.0,0.0,0.0,248000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002457155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002503285,86000.0,67000.0,0.0,0.0,0.0,91000.0,0.0,0.0,0.0,0.0,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224000.0,92000.0,77000.0,0.0,0.0,0.0,0.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002683155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,203000.0,216000.0,0.0,0.0,0.0,0.0,67000.0,83000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002731195,215000.0,142000.0,0.0,60000.0,0.0,266000.0,0.0,0.0,0.0,0.0,168000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685000.0,288000.0,250000.0,0.0,0.0,0.0,0.0,374000.0,124000.0,0.0,0.0,0.0,108000.0,0.0,0.0,0.0,0.0,0.0,501000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp003602515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130000.0,145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp014239955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002496725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198000.0,0.0
d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002497985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101000.0,0.0
